Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate
EID_18094,F,22.0,2,Married,Lebanon,R&D,Behavioral,3.0,3,72,2,2,4.0,type2,3.0,3,,0.7075,,2,7,3,0.1255
EID_3134,F,60.0,3,Married,Franklin,Sales,Directive,38.0,4,42,1,4,6.0,type2,1.0,3,0.7516,-1.615,3.0,2,8,3,0.0403
EID_13575,F,31.0,1,Married,Springfield,IT,Analytical,4.0,3,28,1,4,9.0,type2,3.0,2,0.7516,-0.4537,2.0,3,5,4,0.0905
EID_20965,M,26.0,3,Married,Lebanon,IT,Behavioral,4.0,3,33,0,5,4.0,type2,3.0,5,-1.8176,0.7075,2.0,3,7,3,0.1028
EID_22120,F,25.0,4,Single,Clinton,Marketing,Behavioral,6.0,3,31,2,2,7.0,type3,2.0,3,0.7516,-0.4537,2.0,1,8,3,0.1732
EID_15240,M,27.0,3,Married,Franklin,Logistics,Directive,3.0,1,35,0,2,2.0,type2,3.0,4,1.6081,-0.4537,2.0,2,8,3,0.1427
EID_24302,F,32.0,3,Single,Springfield,Sales,Analytical,9.0,1,67,0,3,9.0,type2,3.0,3,0.7516,-0.4537,2.0,2,6,5,0.3994
EID_6713,F,52.0,5,Single,Lebanon,Sales,Behavioral,21.0,3,31,1,3,5.0,type2,1.0,3,-0.9612,-1.615,2.0,4,8,3,0.0088
EID_18785,F,22.0,3,Married,Springfield,Production,Directive,3.0,3,42,1,2,8.0,type3,4.0,3,-1.8176,-1.615,2.0,3,6,4,0.2662
EID_9004,M,61.0,2,Married,Lebanon,Sales,Conceptual,33.0,2,50,2,3,8.0,type4,4.0,4,-0.9612,-0.4537,1.0,2,7,3,0.0486
EID_20562,M,35.0,4,Single,Clinton,Marketing,Behavioral,11.0,3,61,2,2,6.0,type3,3.0,3,0.7516,-0.4537,1.0,4,9,3,0.1147
EID_12631,F,38.0,2,Single,Washington,Accounting and Finance,Conceptual,9.0,4,38,2,1,7.0,type3,3.0,3,-0.9612,-0.4537,,3,7,3,0.2978
EID_19915,F,27.0,2,Married,Springfield,Sales,Directive,5.0,1,49,0,2,5.0,type3,3.0,3,-0.9612,-0.4537,3.0,3,8,2,0.6203
EID_5586,F,50.0,4,Married,Washington,Security,Directive,28.0,3,74,0,2,5.0,type3,1.0,3,-0.1048,-0.4537,2.0,1,7,1,0.0178
EID_11777,F,36.0,4,Married,Lebanon,Operarions,Directive,8.0,2,68,1,1,2.0,type3,4.0,1,1.6081,-0.4537,3.0,4,6,3,0.1896
EID_12774,M,29.0,4,Married,Lebanon,Human Resource Management,Directive,5.0,2,35,0,2,4.0,type3,1.0,4,-0.9612,-0.4537,2.0,3,7,3,0.1894
EID_14037,M,29.0,3,Married,Lebanon,Human Resource Management,Conceptual,7.0,3,57,1,1,7.0,type3,4.0,4,-1.8176,0.7075,2.0,3,8,3,0.2517
EID_2740,M,61.0,2,Single,Lebanon,IT,Conceptual,29.0,4,59,1,3,8.0,type2,2.0,3,0.7516,-0.4537,1.0,4,8,3,0.2971
EID_16102,F,26.0,4,Married,Lebanon,Purchasing,Analytical,3.0,3,24,1,1,8.0,type2,3.0,5,-1.8176,-0.4537,2.0,2,7,5,0.1276
EID_11504,F,41.0,1,Single,Washington,IT,Directive,10.0,1,67,1,2,8.0,type2,3.0,3,0.7516,1.8688,2.0,3,8,3,0.0383
EID_18613,F,,4,Married,Springfield,Operarions,Conceptual,1.0,1,39,2,1,5.0,type3,1.0,2,-0.9612,-0.4537,2.0,2,6,3,0.2958
EID_19674,M,42.0,4,Single,Springfield,R&D,Behavioral,20.0,4,23,1,2,5.0,type2,3.0,3,0.7516,-0.4537,2.0,4,8,3,0.2376
EID_23498,F,60.0,4,Married,Lebanon,Accounting and Finance,Behavioral,21.0,3,28,1,2,9.0,type3,3.0,3,-0.1048,-0.4537,2.0,3,6,3,0.1787
EID_24131,M,31.0,3,Married,Springfield,Accounting and Finance,Conceptual,5.0,1,31,1,3,7.0,type2,3.0,3,,-0.4537,2.0,4,8,5,0.0558
EID_11579,F,32.0,3,Single,Clinton,Accounting and Finance,Directive,6.0,4,60,2,2,8.0,type3,1.0,3,-0.1048,-0.4537,,2,8,2,0.0764
EID_1923,F,55.0,1,Married,Franklin,Sales,Directive,30.0,4,30,0,4,7.0,type2,3.0,3,-0.1048,1.8688,2.0,5,8,3,0.2923
EID_3798,F,54.0,5,Married,Springfield,Sales,Analytical,15.0,3,65,1,3,4.0,type2,3.0,1,1.6081,0.7075,1.0,3,8,2,0.0046
EID_4205,F,53.0,4,Married,Springfield,Sales,Behavioral,16.0,2,49,1,2,5.0,type2,2.0,1,0.7516,-0.4537,1.0,3,6,1,0.4029
EID_13139,M,,3,Married,Lebanon,Accounting and Finance,Behavioral,5.0,1,57,0,3,5.0,type4,1.0,3,-0.1048,-0.4537,3.0,4,9,3,0.2644
EID_19652,F,37.0,3,Married,Lebanon,Operarions,Conceptual,9.0,1,45,0,2,6.0,type3,3.0,3,-1.8176,0.7075,1.0,3,8,3,0.049
EID_1193,M,57.0,2,Married,Franklin,Purchasing,Analytical,20.0,2,43,1,1,8.0,type4,3.0,2,0.7516,-0.4537,2.0,2,8,4,0.9097
EID_14280,F,29.0,4,Married,Franklin,Purchasing,Directive,,4,43,1,3,5.0,type2,2.0,5,0.7516,0.7075,2.0,2,5,3,0.1851
EID_17613,F,25.0,3,Married,Franklin,Sales,Conceptual,6.0,2,34,1,3,6.0,type3,2.0,4,0.7516,-0.4537,2.0,2,8,4,0.1611
EID_11993,F,,2,Single,Springfield,Logistics,Conceptual,5.0,3,70,0,5,5.0,type3,3.0,3,0.7516,-0.4537,2.0,2,9,4,0.1226
EID_24875,M,27.0,4,Married,Franklin,Accounting and Finance,Conceptual,5.0,1,27,2,4,5.0,type3,3.0,3,-0.9612,0.7075,2.0,3,7,5,0.2893
EID_1170,F,65.0,3,Single,Springfield,IT,Directive,41.0,1,23,0,3,3.0,type2,3.0,4,-0.1048,-0.4537,2.0,1,9,4,0.1042
EID_7951,M,50.0,4,Married,Springfield,Quality,Conceptual,17.0,2,25,0,4,7.0,type4,1.0,3,-0.1048,1.8688,2.0,2,8,5,0.1606
EID_25458,F,37.0,4,Single,Springfield,Operarions,Behavioral,8.0,4,48,2,3,7.0,type2,2.0,3,-1.8176,-0.4537,2.0,3,7,3,0.0911
EID_23570,M,32.0,3,Single,Springfield,Accounting and Finance,Conceptual,7.0,1,37,1,3,6.0,type3,4.0,3,0.7516,-0.4537,2.0,3,5,3,0.0972
EID_10011,F,41.0,4,Single,Franklin,Quality,Directive,13.0,3,71,1,4,8.0,type2,2.0,3,,0.7075,2.0,3,7,3,0.1783
EID_17812,F,23.0,3,Married,Franklin,R&D,Analytical,4.0,4,51,0,1,6.0,type2,2.0,3,-1.8176,0.7075,1.0,4,7,3,0.49
EID_20964,M,22.0,2,Single,Lebanon,Sales,Analytical,3.0,3,45,1,3,1.0,type2,2.0,3,-0.1048,1.8688,2.0,4,8,3,0.1486
EID_18246,F,24.0,5,Married,Clinton,IT,Conceptual,5.0,3,54,0,2,6.0,type2,2.0,3,0.7516,-0.4537,2.0,3,7,3,0.182
EID_21856,F,35.0,3,Married,Lebanon,IT,Conceptual,10.0,4,21,0,3,4.0,type3,4.0,3,-1.8176,-0.4537,2.0,4,6,2,0.1611
EID_5339,F,46.0,2,Married,Washington,Production,Behavioral,23.0,3,40,1,3,4.0,type2,4.0,3,,-0.4537,2.0,3,8,4,0.1525
EID_24927,F,31.0,3,Married,Lebanon,Accounting and Finance,Behavioral,6.0,4,57,0,4,10.0,type2,2.0,3,0.7516,0.7075,,2,8,3,0.0077
EID_24427,M,60.0,3,Single,Clinton,Sales,Analytical,35.0,3,74,1,1,4.0,type2,3.0,4,-0.9612,-0.4537,2.0,4,8,4,0.0108
EID_17115,M,27.0,4,Single,Lebanon,Security,Behavioral,3.0,1,35,1,2,5.0,type3,2.0,3,-0.1048,-0.4537,1.0,3,7,4,0.0111
EID_10515,F,35.0,4,Married,Washington,Purchasing,Behavioral,8.0,1,49,1,5,7.0,type3,2.0,1,0.7516,-1.615,2.0,2,9,3,0.2152
EID_22670,F,54.0,5,Married,Lebanon,Purchasing,Directive,19.0,1,39,1,4,4.0,type3,5.0,5,0.7516,-0.4537,1.0,3,7,3,0.0919
EID_19579,F,54.0,3,Married,Franklin,IT,Analytical,27.0,3,20,1,3,6.0,type3,3.0,3,-0.1048,-0.4537,2.0,2,8,3,0.0967
EID_25224,M,54.0,2,Married,Springfield,Operarions,Conceptual,30.0,1,57,1,2,4.0,type2,2.0,3,-0.9612,-0.4537,2.0,3,8,3,0.2885
EID_16727,F,24.0,2,Single,Franklin,IT,Behavioral,5.0,4,73,0,3,8.0,type2,3.0,4,-1.8176,-0.4537,1.0,2,8,3,0.24
EID_9372,F,38.0,3,Single,Springfield,IT,Conceptual,11.0,2,62,1,1,8.0,type3,2.0,3,-1.8176,-0.4537,1.0,3,8,2,0.2525
EID_9417,M,38.0,1,Married,Lebanon,IT,Behavioral,15.0,4,25,1,3,7.0,type2,1.0,3,,-0.4537,2.0,4,8,4,0.08
EID_12443,M,30.0,5,Single,Franklin,Accounting and Finance,Conceptual,8.0,2,30,2,4,5.0,type2,1.0,4,-0.1048,-0.4537,3.0,3,6,4,0.1381
EID_14617,F,33.0,3,Married,Franklin,IT,Analytical,9.0,2,48,1,3,4.0,type4,1.0,3,0.7516,-0.4537,2.0,5,7,5,0.2186
EID_14540,F,25.0,3,Single,Lebanon,R&D,Directive,6.0,2,71,0,2,6.0,type2,2.0,4,0.7516,0.7075,2.0,3,8,2,0.1485
EID_9745,F,60.0,3,Single,Washington,IT,Behavioral,24.0,1,22,1,1,4.0,type2,2.0,3,,-0.4537,,1,5,3,0.0259
EID_16999,M,27.0,2,Married,Clinton,Logistics,Analytical,4.0,4,51,1,3,6.0,type3,4.0,4,,-0.4537,2.0,3,8,3,0.1001
EID_9611,M,41.0,4,Single,Franklin,Sales,Directive,14.0,3,25,1,3,8.0,type2,4.0,2,0.7516,0.7075,2.0,2,6,2,0.0269
EID_7439,F,46.0,2,Single,Springfield,R&D,Behavioral,23.0,4,51,1,3,4.0,type2,3.0,3,-0.9612,-0.4537,1.0,3,5,3,0.0048
EID_20111,M,45.0,3,Married,Franklin,Sales,Behavioral,22.0,1,49,1,2,8.0,type2,2.0,5,,0.7075,2.0,4,8,3,0.1474
EID_17985,F,23.0,5,Married,Washington,Logistics,Conceptual,4.0,2,59,0,3,4.0,type3,4.0,1,-1.8176,-0.4537,2.0,1,8,3,0.1692
EID_8090,F,44.0,3,Single,Springfield,IT,Conceptual,17.0,2,45,2,3,5.0,type2,1.0,3,0.7516,0.7075,2.0,2,8,2,0.44799999999999995
EID_8580,M,39.0,4,Married,Springfield,IT,Behavioral,13.0,3,63,1,3,3.0,type3,3.0,3,0.7516,-0.4537,,3,8,5,0.0902
EID_6829,F,43.0,3,Married,Springfield,R&D,Behavioral,8.0,2,31,2,5,7.0,type2,3.0,3,1.6081,1.8688,1.0,4,8,4,0.0401
EID_25155,M,52.0,2,Married,Clinton,Sales,Behavioral,25.0,1,53,1,1,4.0,type2,2.0,3,0.7516,0.7075,2.0,4,8,2,0.1232
EID_18829,F,20.0,5,Single,Springfield,R&D,Analytical,1.0,1,65,1,2,4.0,type2,4.0,3,0.7516,1.8688,,3,6,3,0.2408
EID_14997,M,28.0,5,Married,Franklin,R&D,Directive,5.0,1,21,1,5,1.0,type2,3.0,3,-0.1048,0.7075,3.0,4,5,3,0.2178
EID_4552,F,48.0,5,Married,Springfield,Operarions,Conceptual,13.0,4,46,1,3,4.0,type3,1.0,3,-0.1048,1.8688,1.0,3,7,1,0.1997
EID_13014,M,28.0,2,Married,Springfield,Marketing,Analytical,6.0,4,66,0,2,9.0,type3,2.0,4,-0.1048,-0.4537,1.0,4,8,3,0.094
EID_4408,M,65.0,1,Married,Franklin,Sales,Directive,41.0,4,33,1,4,8.0,type3,3.0,3,-0.9612,0.7075,3.0,4,8,3,0.0541
EID_25953,F,31.0,3,Married,Washington,Sales,Analytical,3.0,1,27,1,2,6.0,type2,1.0,5,-0.1048,1.8688,2.0,3,8,4,0.0097
EID_9569,M,41.0,1,Single,Springfield,R&D,Directive,14.0,4,29,1,1,8.0,type2,3.0,3,-0.9612,-0.4537,1.0,2,6,4,0.1005
EID_19605,M,,3,Married,Clinton,Purchasing,Conceptual,17.0,4,32,0,4,7.0,type3,3.0,5,1.6081,-0.4537,1.0,4,5,4,0.1598
EID_4535,F,57.0,3,Single,Lebanon,Sales,Analytical,31.0,2,58,0,3,4.0,type2,3.0,3,-0.1048,-1.615,2.0,3,6,3,0.2391
EID_5238,M,56.0,4,Married,Springfield,Marketing,Directive,34.0,3,73,0,5,8.0,type3,1.0,3,0.7516,-0.4537,2.0,2,9,3,0.1858
EID_12323,F,39.0,4,Married,Springfield,R&D,Analytical,16.0,3,57,1,3,5.0,type3,3.0,3,-0.1048,-0.4537,2.0,2,7,3,0.2394
EID_15270,M,27.0,5,Married,Franklin,Accounting and Finance,Directive,5.0,2,72,1,2,5.0,type3,2.0,3,0.7516,0.7075,1.0,2,8,3,0.1594
EID_5827,F,54.0,4,Single,Franklin,Sales,Directive,17.0,1,37,1,3,3.0,type2,2.0,2,-1.8176,-0.4537,2.0,3,7,3,0.1975
EID_5438,M,50.0,3,Single,Lebanon,IT,Behavioral,19.0,2,63,1,4,5.0,type3,2.0,2,0.7516,-1.615,2.0,2,5,2,0.0378
EID_21076,M,35.0,2,Married,Franklin,Production,Behavioral,10.0,3,56,1,3,7.0,type3,3.0,5,1.6081,1.8688,1.0,3,8,4,0.1563
EID_13722,F,35.0,4,Single,Lebanon,Production,Directive,10.0,4,53,1,4,4.0,type2,4.0,3,-0.9612,-0.4537,,1,7,4,0.2779
EID_20677,F,45.0,4,Single,Springfield,Production,Conceptual,23.0,2,73,0,1,8.0,type2,2.0,2,0.7516,-1.615,2.0,3,6,3,0.0874
EID_12234,M,34.0,4,Single,Lebanon,Quality,Analytical,12.0,2,26,2,3,10.0,type2,2.0,2,0.7516,-0.4537,2.0,2,5,5,0.0899
EID_21943,F,45.0,1,Single,Washington,Logistics,Analytical,7.0,4,60,1,2,1.0,type2,2.0,3,-0.1048,-0.4537,1.0,3,8,3,0.0972
EID_18917,M,21.0,4,Married,Springfield,Human Resource Management,Directive,2.0,2,38,0,3,8.0,type3,3.0,3,-1.8176,-0.4537,2.0,3,8,5,0.047
EID_25531,F,,4,Married,Franklin,Purchasing,Analytical,25.0,1,64,1,2,5.0,type2,4.0,2,0.7516,0.7075,1.0,4,8,3,0.1436
EID_18047,F,21.0,4,Married,Washington,Logistics,Analytical,2.0,2,35,1,2,8.0,type3,1.0,4,1.6081,-0.4537,1.0,3,7,1,0.1572
EID_20444,M,25.0,5,Married,Springfield,Production,Conceptual,6.0,3,57,0,2,8.0,type2,2.0,3,,0.7075,2.0,3,9,3,0.7317
EID_10194,F,40.0,3,Single,Clinton,Production,Behavioral,16.0,3,56,0,4,8.0,type2,3.0,4,0.7516,-0.4537,2.0,3,9,3,0.2661
EID_10586,F,39.0,4,Married,Washington,Marketing,Conceptual,17.0,4,33,1,2,5.0,type2,2.0,3,-0.1048,0.7075,2.0,3,8,3,0.1702
EID_12935,F,32.0,3,Single,Lebanon,IT,Behavioral,7.0,4,24,1,2,4.0,type0,2.0,3,-0.9612,-0.4537,2.0,3,7,1,0.0865
EID_1621,M,60.0,3,Married,Franklin,IT,Conceptual,37.0,2,46,0,3,8.0,type2,1.0,3,0.7516,0.7075,2.0,4,6,3,0.27899999999999997
EID_1251,F,60.0,3,Single,Springfield,Accounting and Finance,Directive,35.0,2,67,0,1,3.0,type2,3.0,3,0.7516,-0.4537,2.0,2,8,3,0.1996
EID_19740,F,32.0,3,Married,Lebanon,Logistics,Conceptual,,3,71,0,5,1.0,type4,3.0,2,0.7516,1.8688,2.0,2,7,3,0.214
EID_13026,M,28.0,2,Married,Springfield,IT,Analytical,5.0,4,66,1,3,4.0,type2,2.0,2,-0.1048,-0.4537,2.0,4,7,3,0.0655
EID_7581,F,45.0,4,Married,Franklin,Accounting and Finance,Directive,20.0,1,39,1,5,7.0,type2,3.0,3,-0.1048,-1.615,3.0,4,7,4,0.1207
EID_23877,F,26.0,4,Married,Franklin,Accounting and Finance,Behavioral,2.0,1,38,1,3,8.0,type2,1.0,3,-0.1048,0.7075,,3,8,3,0.2599
EID_4077,F,65.0,3,Married,Lebanon,R&D,Behavioral,35.0,3,26,1,2,3.0,type2,2.0,2,1.6081,1.8688,1.0,3,7,3,0.1181
EID_18395,M,20.0,1,Married,Franklin,R&D,Behavioral,1.0,1,54,1,3,7.0,type3,1.0,3,0.7516,-0.4537,2.0,3,8,4,0.336
EID_23559,F,60.0,2,Single,Franklin,Operarions,Analytical,37.0,3,31,2,3,8.0,type2,3.0,4,,-0.4537,1.0,3,8,3,0.4572
EID_16476,M,,4,Single,Washington,Sales,Conceptual,3.0,3,26,1,3,10.0,type2,2.0,3,0.7516,1.8688,1.0,3,7,4,0.19
EID_23275,F,28.0,3,Single,Springfield,R&D,Conceptual,6.0,3,31,1,3,2.0,type2,3.0,2,-0.1048,-0.4537,3.0,3,6,5,0.0093
EID_20926,F,25.0,1,Single,Springfield,Operarions,Analytical,6.0,2,65,1,2,4.0,type2,3.0,4,0.7516,0.7075,2.0,2,8,3,0.0362
EID_13848,M,35.0,3,Married,Lebanon,Sales,Behavioral,12.0,3,72,1,3,6.0,type2,1.0,5,0.7516,-0.4537,2.0,2,7,2,0.0985
EID_11092,M,38.0,4,Married,Springfield,Marketing,Directive,,2,36,0,2,7.0,type3,1.0,3,-0.9612,1.8688,,4,8,2,0.1375
EID_10112,F,45.0,3,Single,Clinton,Operarions,Behavioral,7.0,4,69,0,3,8.0,type3,3.0,3,,-0.4537,,4,8,3,0.2243
EID_12603,M,38.0,4,Married,Lebanon,R&D,Behavioral,9.0,3,42,1,1,7.0,type3,3.0,3,-0.1048,-0.4537,2.0,3,8,5,0.2748
EID_15866,F,24.0,3,Married,Springfield,Logistics,Behavioral,5.0,3,30,0,3,6.0,type2,4.0,1,0.7516,-1.615,2.0,4,9,3,0.1682
EID_22528,F,37.0,3,Single,Lebanon,Operarions,Behavioral,12.0,3,55,1,2,6.0,type2,1.0,4,-0.9612,-0.4537,1.0,1,7,4,0.1811
EID_5811,M,45.0,4,Married,Clinton,Logistics,Directive,21.0,2,46,1,3,7.0,type3,3.0,3,,0.7075,1.0,2,7,3,0.0469
EID_15170,M,31.0,3,Married,Springfield,IT,Behavioral,7.0,2,60,1,3,9.0,type2,1.0,3,,-0.4537,2.0,4,9,3,0.06
EID_15867,F,30.0,4,Married,Lebanon,IT,Behavioral,8.0,4,39,0,3,3.0,type2,1.0,3,-1.8176,0.7075,2.0,2,7,3,0.1126
EID_19986,F,26.0,2,Married,Franklin,Production,Conceptual,2.0,2,21,0,3,5.0,type2,1.0,4,0.7516,-0.4537,2.0,2,8,3,0.5605
EID_21850,M,60.0,2,Married,Lebanon,Sales,Behavioral,31.0,4,45,0,2,4.0,type4,2.0,4,,-0.4537,2.0,3,7,5,0.1376
EID_20758,M,45.0,4,Married,Lebanon,Operarions,Behavioral,21.0,3,47,1,1,5.0,type2,1.0,3,0.7516,0.7075,2.0,2,8,3,0.0982
EID_10448,M,39.0,5,Married,Franklin,IT,Analytical,17.0,4,28,1,3,4.0,type2,1.0,3,-0.1048,0.7075,,3,9,5,0.2127
EID_10762,F,38.0,4,Single,Clinton,Human Resource Management,Conceptual,16.0,3,24,1,3,7.0,type2,2.0,3,-0.1048,0.7075,1.0,3,8,3,0.0998
EID_8389,M,65.0,2,Married,Franklin,Operarions,Analytical,43.0,4,57,1,3,7.0,type0,1.0,4,0.7516,-0.4537,2.0,2,5,5,0.1965
EID_6253,F,53.0,5,Married,Lebanon,Logistics,Conceptual,27.0,1,26,1,3,1.0,type2,4.0,2,0.7516,-1.615,2.0,4,5,5,0.0613
EID_14574,F,33.0,4,Married,Springfield,R&D,Conceptual,,1,67,1,3,8.0,type3,3.0,3,,-0.4537,1.0,5,8,4,0.0882
EID_18654,F,21.0,4,Single,Springfield,Operarions,Conceptual,2.0,2,44,1,5,6.0,type2,2.0,3,-0.9612,-0.4537,1.0,4,9,2,0.1338
EID_7745,F,41.0,4,Single,Washington,Sales,Conceptual,2.0,2,34,0,5,8.0,type2,1.0,3,-0.1048,0.7075,2.0,2,8,4,0.1691
EID_14607,M,25.0,3,Married,Franklin,Purchasing,Directive,6.0,3,58,0,5,8.0,type3,4.0,5,-1.8176,0.7075,1.0,3,6,3,0.4251
EID_3756,F,54.0,4,Married,Springfield,Logistics,Directive,28.0,3,39,1,1,6.0,type2,3.0,3,0.7516,0.7075,2.0,3,8,3,0.1011
EID_10908,F,43.0,3,Single,Lebanon,R&D,Behavioral,7.0,3,53,0,1,4.0,type2,3.0,5,-0.9612,0.7075,1.0,2,7,1,0.174
EID_11496,F,36.0,4,Single,Springfield,R&D,Conceptual,9.0,3,66,0,3,8.0,type2,3.0,3,1.6081,-0.4537,1.0,4,7,3,0.8995
EID_20024,F,32.0,1,Married,Washington,IT,Analytical,9.0,1,59,0,4,6.0,type2,2.0,1,0.7516,0.7075,2.0,3,5,1,0.0192
EID_25244,F,26.0,4,Single,Springfield,Human Resource Management,Directive,4.0,4,31,1,2,3.0,type2,1.0,2,-1.8176,1.8688,2.0,1,8,3,0.2655
EID_10755,M,43.0,3,Single,Franklin,IT,Behavioral,20.0,3,61,0,2,2.0,type2,2.0,2,0.7516,-0.4537,1.0,2,7,3,0.1106
EID_4756,M,63.0,3,Married,Springfield,R&D,Behavioral,38.0,4,46,1,5,10.0,type2,3.0,3,-0.9612,-1.615,3.0,4,9,3,0.2118
EID_10906,F,,5,Married,Franklin,Production,Directive,15.0,4,45,1,3,8.0,type2,1.0,3,0.7516,-1.615,2.0,3,5,4,0.1804
EID_24209,M,31.0,3,Single,Washington,Human Resource Management,Analytical,6.0,2,57,1,4,5.0,type3,3.0,3,0.7516,-0.4537,2.0,2,8,5,0.0756
EID_3569,F,50.0,4,Married,Lebanon,Logistics,Analytical,14.0,4,37,1,4,7.0,type2,2.0,4,-0.1048,-0.4537,2.0,3,7,3,0.0628
EID_14395,F,30.0,3,Married,Lebanon,Sales,Directive,7.0,4,70,0,5,6.0,type4,1.0,2,0.7516,0.7075,2.0,2,8,5,0.1754
EID_21131,F,42.0,4,Single,Springfield,Logistics,Directive,19.0,1,57,2,3,6.0,type2,4.0,3,-0.9612,-0.4537,2.0,4,7,5,0.0199
EID_13341,F,27.0,3,Single,Washington,IT,Conceptual,5.0,1,47,0,5,7.0,type3,4.0,2,-1.8176,-0.4537,2.0,3,7,3,0.1431
EID_24479,F,47.0,5,Married,Springfield,IT,Conceptual,20.0,4,66,1,3,6.0,type2,5.0,3,-1.8176,-0.4537,2.0,2,7,3,0.0722
EID_5928,M,45.0,5,Married,Clinton,Accounting and Finance,Behavioral,,4,29,1,1,6.0,type2,3.0,2,-0.9612,-0.4537,1.0,3,7,3,0.2594
EID_8258,F,44.0,2,Married,Washington,Accounting and Finance,Analytical,5.0,4,67,1,1,4.0,type2,2.0,3,1.6081,-0.4537,3.0,3,6,4,0.0736
EID_7163,M,51.0,3,Married,Franklin,Operarions,Conceptual,23.0,1,52,1,4,5.0,type2,1.0,5,1.6081,-0.4537,2.0,4,8,2,0.1912
EID_6409,F,65.0,4,Single,Lebanon,Quality,Conceptual,43.0,1,74,1,4,7.0,type2,3.0,3,-0.1048,-0.4537,1.0,4,8,4,0.1355
EID_9007,M,59.0,3,Single,Franklin,R&D,Conceptual,25.0,3,65,1,4,6.0,type2,3.0,5,-0.9612,0.7075,2.0,2,7,4,0.747
EID_13342,M,36.0,4,Married,Franklin,Quality,Conceptual,14.0,1,39,1,3,9.0,type3,2.0,2,-0.9612,0.7075,2.0,3,7,3,0.1199
EID_8874,F,43.0,4,Married,Lebanon,Logistics,Behavioral,17.0,1,68,2,1,6.0,type3,3.0,3,0.7516,1.8688,2.0,1,8,3,0.0459
EID_24502,F,31.0,4,Married,Lebanon,Accounting and Finance,Analytical,7.0,3,51,1,5,5.0,type2,4.0,3,0.7516,0.7075,2.0,3,9,3,0.0073
EID_20927,M,47.0,1,Married,Franklin,Sales,Conceptual,19.0,1,41,1,5,4.0,type3,2.0,3,-0.1048,-0.4537,,2,8,2,0.7528
EID_25417,M,22.0,3,Married,Lebanon,Logistics,Conceptual,3.0,3,54,1,1,5.0,type3,1.0,3,0.7516,-0.4537,2.0,3,8,4,0.0619
EID_3280,M,51.0,1,Married,Lebanon,Operarions,Behavioral,12.0,4,27,1,2,7.0,type4,4.0,3,-0.1048,-0.4537,2.0,3,8,2,0.1426
EID_12151,F,40.0,3,Married,Washington,IT,Directive,13.0,4,68,1,2,6.0,type2,3.0,3,0.7516,1.8688,1.0,4,6,3,0.0035
EID_23785,F,47.0,3,Married,Lebanon,Operarions,Directive,20.0,2,29,2,5,6.0,type2,3.0,3,-0.1048,0.7075,2.0,2,8,5,0.0001
EID_13981,M,26.0,3,Single,Springfield,IT,Behavioral,2.0,2,65,0,2,4.0,type2,4.0,4,0.7516,0.7075,2.0,4,5,3,0.1257
EID_2447,F,53.0,4,Single,Springfield,Production,Behavioral,25.0,1,24,1,1,6.0,type2,2.0,3,-1.8176,0.7075,2.0,4,8,3,0.0045
EID_16454,F,25.0,5,Married,Lebanon,Sales,Directive,6.0,2,40,1,4,4.0,type2,5.0,3,0.7516,-0.4537,1.0,4,5,3,0.2804
EID_23126,F,47.0,1,Married,Springfield,Quality,Behavioral,24.0,3,28,1,3,4.0,type4,2.0,3,-0.9612,-1.615,2.0,2,8,1,0.0641
EID_14886,F,24.0,4,Married,Clinton,Human Resource Management,Analytical,5.0,2,69,1,4,2.0,type3,3.0,3,-0.1048,-0.4537,2.0,3,7,3,0.1938
EID_23081,F,60.0,3,Married,Franklin,Sales,Analytical,28.0,1,33,0,5,1.0,type2,1.0,3,-1.8176,1.8688,2.0,3,6,2,0.0529
EID_20003,F,52.0,4,Married,Franklin,Operarions,Behavioral,15.0,2,41,1,4,6.0,type2,4.0,3,-0.9612,0.7075,2.0,4,7,1,0.0446
EID_8917,F,43.0,2,Married,Washington,IT,Conceptual,19.0,4,64,1,3,5.0,type2,1.0,3,,-0.4537,1.0,2,8,4,0.145
EID_10151,F,45.0,4,Married,Franklin,IT,Analytical,9.0,2,49,1,3,9.0,type2,4.0,3,-0.9612,-0.4537,2.0,2,6,3,0.5871
EID_6002,F,63.0,2,Married,Lebanon,Human Resource Management,Behavioral,27.0,2,48,0,3,5.0,type3,1.0,3,0.7516,0.7075,2.0,3,6,3,0.0255
EID_12901,F,37.0,5,Single,Springfield,Logistics,Behavioral,10.0,1,64,2,4,9.0,type2,4.0,3,-0.1048,-1.615,3.0,3,7,4,0.15
EID_24615,M,42.0,3,Single,Springfield,R&D,Directive,19.0,4,44,1,2,4.0,type2,3.0,2,-0.1048,0.7075,2.0,2,7,3,0.2837
EID_18309,M,23.0,1,Married,Springfield,IT,Analytical,4.0,3,35,2,3,5.0,type3,3.0,3,0.7516,-0.4537,2.0,4,8,2,0.1854
EID_11070,F,43.0,4,Married,Lebanon,Accounting and Finance,Directive,9.0,1,26,1,4,6.0,type3,2.0,3,,0.7075,1.0,3,6,5,0.1137
EID_11767,F,41.0,4,Married,Washington,Sales,Directive,9.0,1,52,1,1,2.0,type2,1.0,4,,0.7075,2.0,2,5,3,0.8628
